Date,GOLD,gold_lag_1,gold_lag_2,gold_lag_3,gold_lag_4,gold_lag_5,gold_lag_6,gold_lag_7,gold_lag_8,gold_lag_9,gold_lag_10,stoxx50e,n225,SP500,NASDAQCOM,DJIA,DFEDTARU,VIXCLS,DTWEXBGS,DEXSZUS,DEXJPUS,DEXUSEU,DEXUSUK,DEXCHUS,CPIAUCSL,PPIACO,ADPMNUSNERSA,PAYEMS,JTSJOL,UNRATE,POILBREUSDM,A191RL1Q225SBEA,USSTHPI,Sum_of_new_cases
15/1/2013,1679.62,1667.8,1662.98,1675.36,1657.63,1659.13,1646.92,1656.1,1663.99,1686.89,1675.92,2701.590088,10879.08008,1472.34,3110.78,13534.89,0.25,13.55,90.5191,0.9275,88.65,1.3342,1.6089,6.2134,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
16/1/2013,1679.93,1679.62,1667.8,1662.98,1675.36,1657.63,1659.13,1646.92,1656.1,1663.99,1686.89,2702.540039,10600.44043,1472.63,3117.54,13511.23,0.25,13.42,90.596,0.9313,88.64,1.3305,1.6009,6.216,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
17/1/2013,1687.64,1679.93,1679.62,1667.8,1662.98,1675.36,1657.63,1659.13,1646.92,1656.1,1663.99,2718.929932,10609.63965,1480.94,3136,13596.02,0.25,13.57,90.5401,0.9331,89.41,1.3356,1.5991,6.2158,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
18/1/2013,1684.25,1687.64,1679.93,1679.62,1667.8,1662.98,1675.36,1657.63,1659.13,1646.92,1656.1,2709.590088,10913.2998,1485.98,3134.71,13649.7,0.25,12.46,90.8697,0.9346,89.9,1.3303,1.5876,6.2152,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
22/1/2013,1692.75,1690.05,1684.25,1687.64,1679.93,1679.62,1667.8,1662.98,1675.36,1657.63,1659.13,2716.699951,10709.92969,1492.56,3143.18,13712.21,0.25,12.43,90.7892,0.9278,88.62,1.3304,1.5862,6.2196,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
23/1/2013,1685.84,1692.75,1690.05,1684.25,1687.64,1679.93,1679.62,1667.8,1662.98,1675.36,1657.63,2708.280029,10486.99023,1494.81,3153.67,13779.33,0.25,12.46,90.8376,0.9295,88.44,1.3308,1.5848,6.2178,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
24/1/2013,1667.97,1685.84,1692.75,1690.05,1684.25,1687.64,1679.93,1679.62,1667.8,1662.98,1675.36,2722.959961,10620.87012,1494.82,3130.38,13825.33,0.25,12.69,90.9112,0.9288,90.04,1.3378,1.5789,6.2179,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
25/1/2013,1658.65,1667.97,1685.84,1692.75,1690.05,1684.25,1687.64,1679.93,1679.62,1667.8,1662.98,2744.179932,10926.65039,1502.96,3149.71,13895.98,0.25,12.89,91.0868,0.9252,91.04,1.3456,1.5799,6.2203,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
28/1/2013,1655.61,1658.65,1667.97,1685.84,1692.75,1690.05,1684.25,1687.64,1679.93,1679.62,1667.8,2744.5,10824.30957,1500.18,3154.3,13881.93,0.25,13.57,91.2354,0.9272,90.73,1.3459,1.5686,6.224,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
29/1/2013,1663.8,1655.61,1658.65,1667.97,1685.84,1692.75,1690.05,1684.25,1687.64,1679.93,1679.62,2749.27002,10866.71973,1507.84,3153.66,13954.42,0.25,13.31,90.9406,0.9216,90.65,1.3484,1.5751,6.2259,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
30/1/2013,1677,1663.8,1655.61,1658.65,1667.97,1685.84,1692.75,1690.05,1684.25,1687.64,1679.93,2732.120117,11113.9502,1501.96,3142.31,13910.42,0.25,14.32,90.8836,0.9124,91.05,1.3564,1.5793,6.2204,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
31/1/2013,1663.7,1677,1663.8,1655.61,1658.65,1667.97,1685.84,1692.75,1690.05,1684.25,1687.64,2702.97998,11138.66016,1498.11,3142.13,13860.58,0.25,14.28,90.798,0.9093,91.28,1.3584,1.5856,6.2186,231.249,201.8,100148000,134833,3878,7.7,109.9118182,0.7,312.77,0
1/2/2013,1667.4,1663.7,1677,1663.8,1655.61,1658.65,1667.97,1685.84,1692.75,1690.05,1684.25,2710.080078,11191.33984,1513.17,3179.1,14009.79,0.25,12.9,90.6923,0.903,92.54,1.3692,1.5744,6.2265,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
4/2/2013,1674.3,1667.4,1663.7,1677,1663.8,1655.61,1658.65,1667.97,1685.84,1692.75,1690.05,2625.169922,11260.34961,1495.71,3131.17,13880.08,0.25,14.67,90.9774,0.9087,92.57,1.3527,1.5737,6.2326,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
5/2/2013,1672.95,1674.3,1667.4,1663.7,1677,1663.8,1655.61,1658.65,1667.97,1685.84,1692.75,2651.209961,11046.91992,1511.29,3171.58,13979.3,0.25,13.72,90.881,0.9084,93.34,1.3569,1.5652,6.2292,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
6/2/2013,1677.57,1672.95,1674.3,1667.4,1663.7,1677,1663.8,1655.61,1658.65,1667.97,1685.84,2617.350098,11463.75,1512.12,3168.48,13986.52,0.25,13.41,91.0176,0.91,93.56,1.3528,1.5655,6.2315,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
7/2/2013,1671.4,1677.57,1672.95,1674.3,1667.4,1663.7,1677,1663.8,1655.61,1658.65,1667.97,2597.919922,11357.07031,1509.39,3165.13,13944.05,0.25,13.5,91.2912,0.9176,93.24,1.3382,1.5712,6.2323,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
8/2/2013,1667.25,1671.4,1677.57,1672.95,1674.3,1667.4,1663.7,1677,1663.8,1655.61,1658.65,2630.300049,11153.16016,1517.93,3193.87,13992.97,0.25,13.02,91.3056,0.9183,92.72,1.3366,1.5814,6.2323,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
12/2/2013,1651.33,1648.07,1667.25,1671.4,1677.57,1672.95,1674.3,1667.4,1663.7,1677,1663.8,2648.830078,11369.12012,1519.43,3186.49,14018.7,0.25,12.64,91.2779,0.9172,93.14,1.345,1.5654,6.2323,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
13/2/2013,1642.5,1651.33,1648.07,1667.25,1671.4,1677.57,1672.95,1674.3,1667.4,1663.7,1677,2656.860107,11251.41016,1520.33,3196.88,13982.91,0.25,12.98,91.2709,0.9182,93.39,1.3448,1.5544,6.2323,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
14/2/2013,1634.85,1642.5,1651.33,1648.07,1667.25,1671.4,1677.57,1672.95,1674.3,1667.4,1663.7,2635.350098,11307.28027,1521.38,3198.66,13973.39,0.25,12.66,91.366,0.9232,93.1,1.3334,1.5502,6.2323,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
15/2/2013,1610.15,1634.85,1642.5,1651.33,1648.07,1667.25,1671.4,1677.57,1672.95,1674.3,1667.4,2615.26001,11173.83008,1519.79,3192.03,13981.76,0.25,12.46,91.4551,0.9226,93.64,1.3362,1.5518,6.2323,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
19/2/2013,1605.05,1609.78,1610.15,1634.85,1642.5,1651.33,1648.07,1667.25,1671.4,1677.57,1672.95,2662.370117,11372.33984,1530.94,3213.59,14035.67,0.25,12.31,91.5073,0.922,93.54,1.3387,1.5432,6.2438,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
20/2/2013,1564.55,1605.05,1609.78,1610.15,1634.85,1642.5,1651.33,1648.07,1667.25,1671.4,1677.57,2640.350098,11468.28027,1511.95,3164.41,13927.54,0.25,14.68,91.6689,0.9241,93.53,1.335,1.5301,6.2371,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
21/2/2013,1576.27,1564.55,1605.05,1609.78,1610.15,1634.85,1642.5,1651.33,1648.07,1667.25,1671.4,2579.76001,11309.12988,1502.42,3131.49,13880.62,0.25,15.22,92.0394,0.9317,92.96,1.3204,1.5263,6.2403,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
22/2/2013,1581.16,1576.27,1564.55,1605.05,1609.78,1610.15,1634.85,1642.5,1651.33,1648.07,1667.25,2630.050049,11385.94043,1515.6,3161.82,14000.57,0.25,14.17,92.1197,0.9314,93.35,1.3166,1.5256,6.2346,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
25/2/2013,1593.46,1581.16,1576.27,1564.55,1605.05,1609.78,1610.15,1634.85,1642.5,1651.33,1648.07,2651.860107,11662.51953,1487.85,3116.25,13784.17,0.25,18.99,92.1975,0.9314,93.35,1.3172,1.5112,6.2337,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
26/2/2013,1613.76,1593.46,1581.16,1576.27,1564.55,1605.05,1609.78,1610.15,1634.85,1642.5,1651.33,2570.52002,11398.80957,1496.94,3129.65,13900.13,0.25,16.87,92.4247,0.9326,91.38,1.3054,1.5125,6.2293,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
27/2/2013,1597.1,1613.76,1593.46,1581.16,1576.27,1564.55,1605.05,1609.78,1610.15,1634.85,1642.5,2611.889893,11253.96973,1515.99,3162.26,14075.37,0.25,14.73,92.234,0.931,91.88,1.3104,1.5134,6.2271,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
28/2/2013,1579.61,1597.1,1613.76,1593.46,1581.16,1576.27,1564.55,1605.05,1609.78,1610.15,1634.85,2633.550049,11559.36035,1514.68,3160.19,14054.49,0.25,15.51,92.295,0.9336,92.36,1.3079,1.5192,6.2213,231.221,201.5,100357000,135072,3970,7.9,109.5690476,0.7,312.77,0
1/3/2013,1576.18,1579.61,1597.1,1613.76,1593.46,1581.16,1576.27,1564.55,1605.05,1609.78,1610.15,2616.75,11606.37988,1518.2,3169.74,14089.66,0.25,15.36,92.6177,0.9448,93.38,1.2988,1.5033,6.2226,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
4/3/2013,1573.83,1576.18,1579.61,1597.1,1613.76,1593.46,1581.16,1576.27,1564.55,1605.05,1609.78,2619.780029,11652.29004,1525.2,3182.03,14127.82,0.25,14.01,92.6316,0.9423,93.32,1.2996,1.5084,6.2246,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
5/3/2013,1575.5,1573.83,1576.18,1579.61,1597.1,1613.76,1593.46,1581.16,1576.27,1564.55,1605.05,2683.02002,11683.4502,1539.79,3224.13,14253.77,0.25,13.48,92.4965,0.9433,93.39,1.3019,1.5098,6.2208,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
7/3/2013,1579,1583.97,1575.5,1573.83,1576.18,1579.61,1597.1,1613.76,1593.46,1581.16,1576.27,2690.850098,11968.08008,1544.26,3232.09,14329.49,0.25,13.06,92.5462,0.9432,95,1.3098,1.5032,6.22,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
8/3/2013,1578.97,1579,1583.97,1575.5,1573.83,1576.18,1579.61,1597.1,1613.76,1593.46,1581.16,2728.780029,12283.62012,1551.18,3244.37,14397.07,0.25,12.59,92.6252,0.9535,96,1.2992,1.4926,6.2145,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
11/3/2013,1581.6,1578.97,1579,1583.97,1575.5,1573.83,1576.18,1579.61,1597.1,1613.76,1593.46,2718.709961,12349.0498,1556.22,3252.87,14447.29,0.25,11.56,92.5351,0.9496,96.12,1.3014,1.4898,6.2179,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
12/3/2013,1592.8,1581.6,1578.97,1579,1583.97,1575.5,1573.83,1576.18,1579.61,1597.1,1613.76,2711.850098,12314.80957,1552.48,3242.32,14450.06,0.25,12.27,92.3853,0.9472,95.96,1.3023,1.4877,6.216,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
13/3/2013,1587.7,1592.8,1581.6,1578.97,1579,1583.97,1575.5,1573.83,1576.18,1579.61,1597.1,2704.72998,12239.66016,1554.52,3245.12,14455.28,0.25,11.83,92.4709,0.9518,96,1.2949,1.4925,6.2137,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
14/3/2013,1590.19,1587.7,1592.8,1581.6,1578.97,1579,1583.97,1575.5,1573.83,1576.18,1579.61,2744.699951,12381.19043,1563.23,3258.93,14539.14,0.25,11.3,92.4695,0.9512,96.16,1.2974,1.5039,6.2145,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
15/3/2013,1592.1,1590.19,1587.7,1592.8,1581.6,1578.97,1579,1583.97,1575.5,1573.83,1576.18,2725.719971,12560.9502,1560.7,3249.07,14514.11,0.25,11.3,92.128,0.9396,95.26,1.3076,1.5124,6.2133,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
18/3/2013,1605.49,1592.1,1590.19,1587.7,1592.8,1581.6,1578.97,1579,1583.97,1575.5,1573.83,2705.469971,12220.62988,1552.1,3237.59,14452.06,0.25,13.36,92.3377,0.9449,94.92,1.2956,1.5113,6.2156,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
19/3/2013,1612.87,1605.49,1592.1,1590.19,1587.7,1592.8,1581.6,1578.97,1579,1583.97,1575.5,2671.959961,12468.23047,1548.34,3229.1,14455.82,0.25,14.39,92.526,0.946,94.85,1.2888,1.5118,6.2154,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
21/3/2013,1614.85,1606.92,1612.87,1605.49,1592.1,1590.19,1587.7,1592.8,1581.6,1578.97,1579,2683.919922,12635.69043,1545.8,3222.6,14421.49,0.25,13.99,92.3322,0.9454,95.06,1.2928,1.518,6.2141,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
22/3/2013,1608.55,1614.85,1606.92,1612.87,1605.49,1592.1,1590.19,1587.7,1592.8,1581.6,1578.97,2681.669922,12338.53027,1556.89,3245,14512.03,0.25,13.57,92.2051,0.9402,94.48,1.2996,1.5239,6.212,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
25/3/2013,1605.3,1608.55,1614.85,1606.92,1612.87,1605.49,1592.1,1590.19,1587.7,1592.8,1581.6,2649.280029,12546.45996,1551.69,3235.3,14447.75,0.25,13.74,92.3081,0.9473,94.34,1.2881,1.5184,6.2105,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
26/3/2013,1600.05,1605.3,1608.55,1614.85,1606.92,1612.87,1605.49,1592.1,1590.19,1587.7,1592.8,2641.120117,12471.62012,1563.77,3252.48,14559.65,0.25,12.77,92.232,0.9484,94.22,1.2858,1.5156,6.2108,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
27/3/2013,1605.27,1600.05,1605.3,1608.55,1614.85,1606.92,1612.87,1605.49,1592.1,1590.19,1587.7,2612.459961,12493.79004,1562.85,3256.52,14526.16,0.25,13.15,92.446,0.9534,94.38,1.2782,1.5112,6.2138,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
28/3/2013,1596.97,1605.27,1600.05,1605.3,1608.55,1614.85,1606.92,1612.87,1605.49,1592.1,1590.19,2624.02002,12335.95996,1569.19,3267.52,14578.54,0.25,12.7,92.2544,0.9468,94.02,1.2842,1.5184,6.2143,231.679,202.5,100303000,135263,3923,8,112.5278261,0.7,312.77,0
2/4/2013,1575.89,1599.52,1597.5,1596.97,1605.27,1600.05,1605.3,1608.55,1614.85,1606.92,1612.87,2679.800049,12003.42969,1570.25,3254.86,14662.01,0.25,12.78,92.1432,0.9485,93.43,1.2836,1.5113,6.1992,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
3/4/2013,1557.9,1575.89,1599.52,1597.5,1596.97,1605.27,1600.05,1605.3,1608.55,1614.85,1606.92,2639.01001,12362.2002,1553.69,3218.6,14550.35,0.25,14.21,92.104,0.9451,92.96,1.2847,1.514,6.1962,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
4/4/2013,1554.8,1557.9,1575.89,1599.52,1597.5,1596.97,1605.27,1600.05,1605.3,1608.55,1614.85,2621.429932,12634.54004,1559.98,3224.98,14606.11,0.25,13.89,92.3896,0.9458,96.12,1.2854,1.5198,6.2005,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
5/4/2013,1581.25,1554.8,1557.9,1575.89,1599.52,1597.5,1596.97,1605.27,1600.05,1605.3,1608.55,2585.280029,12833.63965,1553.28,3203.86,14565.25,0.25,13.92,92.1043,0.9324,96.86,1.3027,1.5336,6.2005,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
8/4/2013,1573.47,1581.25,1554.8,1557.9,1575.89,1599.52,1597.5,1596.97,1605.27,1600.05,1605.3,2589.25,13192.58984,1563.07,3222.25,14613.48,0.25,13.19,92.2317,0.9346,98.9,1.3008,1.5257,6.2031,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
9/4/2013,1585.35,1573.47,1581.25,1554.8,1557.9,1575.89,1599.52,1597.5,1596.97,1605.27,1600.05,2595.129883,13192.34961,1568.61,3237.86,14673.46,0.25,12.84,91.9669,0.9317,99.02,1.3092,1.5317,6.2022,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
10/4/2013,1558.42,1585.35,1573.47,1581.25,1554.8,1557.9,1575.89,1599.52,1597.5,1596.97,1605.27,2661.620117,13288.12988,1587.73,3297.25,14802.24,0.25,12.36,91.9598,0.9333,99.61,1.306,1.5315,6.1938,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
11/4/2013,1561.5,1558.42,1585.35,1573.47,1581.25,1554.8,1557.9,1575.89,1599.52,1597.5,1596.97,2674.330078,13549.16016,1593.37,3300.16,14865.14,0.25,12.24,91.6972,0.9294,99.42,1.3124,1.5403,6.1961,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
12/4/2013,1482.75,1561.5,1558.42,1585.35,1573.47,1581.25,1554.8,1557.9,1575.89,1599.52,1597.5,2633.469971,13485.13965,1588.85,3294.95,14865.06,0.25,12.06,91.7967,0.929,98.98,1.3094,1.5373,6.1914,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
15/4/2013,1348.21,1482.75,1561.5,1558.42,1585.35,1573.47,1581.25,1554.8,1557.9,1575.89,1599.52,2624.709961,13275.66016,1552.36,3216.49,14599.2,0.25,17.27,91.9457,0.9303,98,1.3082,1.532,6.1866,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
16/4/2013,1367.36,1348.21,1482.75,1561.5,1558.42,1585.35,1573.47,1581.25,1554.8,1557.9,1575.89,2609.300049,13221.44043,1574.57,3264.63,14756.78,0.25,13.96,91.8451,0.9256,97.86,1.3141,1.5316,6.1824,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
17/4/2013,1376.25,1367.36,1348.21,1482.75,1561.5,1558.42,1585.35,1573.47,1581.25,1554.8,1557.9,2553.48999,13382.88965,1552.01,3204.67,14618.59,0.25,16.51,92.1372,0.9306,97.74,1.3049,1.5255,6.172,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
18/4/2013,1390.5,1376.25,1367.36,1348.21,1482.75,1561.5,1558.42,1585.35,1573.47,1581.25,1554.8,2555.5,13220.07031,1541.61,3166.36,14537.14,0.25,17.56,92.176,0.9306,98.22,1.3072,1.5282,6.1811,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
19/4/2013,1403.79,1390.5,1376.25,1367.36,1348.21,1482.75,1561.5,1558.42,1585.35,1573.47,1581.25,2575.159912,13316.48047,1555.25,3206.06,14547.51,0.25,14.97,92.2166,0.9324,99.28,1.3066,1.5254,6.1772,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
22/4/2013,1426.45,1403.79,1390.5,1376.25,1367.36,1348.21,1482.75,1561.5,1558.42,1585.35,1573.47,2583.620117,13568.37012,1562.5,3233.55,14567.17,0.25,14.39,92.3591,0.9349,99.29,1.305,1.5262,6.1823,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
23/4/2013,1413,1426.45,1403.79,1390.5,1376.25,1367.36,1348.21,1482.75,1561.5,1558.42,1585.35,2662.879883,13529.65039,1578.78,3269.33,14719.46,0.25,13.48,92.3836,0.9427,99.43,1.3012,1.5267,6.179,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
24/4/2013,1431.99,1413,1426.45,1403.79,1390.5,1376.25,1367.36,1348.21,1482.75,1561.5,1558.42,2702.050049,13843.45996,1578.79,3269.65,14676.3,0.25,13.61,92.4581,0.9484,99.39,1.2997,1.5258,6.1782,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
25/4/2013,1467.9,1431.99,1413,1426.45,1403.79,1390.5,1376.25,1367.36,1348.21,1482.75,1561.5,2704.409912,13926.08008,1585.16,3289.99,14700.8,0.25,13.62,92.0394,0.9455,99.42,1.3004,1.5434,6.1707,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
26/4/2013,1461.92,1467.9,1431.99,1413,1426.45,1403.79,1390.5,1376.25,1367.36,1348.21,1482.75,2683.429932,13884.12988,1582.24,3279.26,14712.55,0.25,13.61,91.9012,0.9414,97.84,1.3024,1.5479,6.1647,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
30/4/2013,1476.71,1475.84,1461.92,1467.9,1431.99,1413,1426.45,1403.79,1390.5,1376.25,1367.36,2712,13860.86035,1597.57,3328.79,14839.8,0.25,13.52,91.3741,0.9298,97.52,1.3168,1.5539,6.1647,232.937,204.3,100489000,135541,4004,7.7,116.488,0.4,315.22,0
2/5/2013,1467.07,1457.64,1476.71,1475.84,1461.92,1467.9,1431.99,1413,1426.45,1403.79,1390.5,2718.899902,13694.04004,1597.59,3340.62,14831.58,0.25,13.59,91.6174,0.9348,97.96,1.3066,1.5519,6.156,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
7/5/2013,1452.7,1469.46,1470.75,1467.07,1457.64,1476.71,1475.84,1461.92,1467.9,1431.99,1413,2769.080078,14180.24023,1625.96,3396.63,15056.2,0.25,12.83,91.5201,0.9402,99,1.3085,1.5468,6.1539,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
8/5/2013,1473.94,1452.7,1469.46,1470.75,1467.07,1457.64,1476.71,1475.84,1461.92,1467.9,1431.99,2784.620117,14285.69043,1632.69,3413.27,15105.12,0.25,12.66,91.1848,0.9349,98.9,1.3177,1.5563,6.141,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
10/5/2013,1448.55,1458.15,1473.94,1452.7,1469.46,1470.75,1467.07,1457.64,1476.71,1475.84,1461.92,2785.23999,14607.54004,1633.7,3436.58,15118.49,0.25,12.59,92.2527,0.9594,101.74,1.2955,1.5334,6.1415,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
13/5/2013,1430.59,1448.55,1458.15,1473.94,1452.7,1469.46,1470.75,1467.07,1457.64,1476.71,1475.84,2777.389893,14782.20996,1633.77,3438.79,15091.68,0.25,12.55,92.2711,0.9576,101.84,1.2981,1.5291,6.1465,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
14/5/2013,1425.46,1430.59,1448.55,1458.15,1473.94,1452.7,1469.46,1470.75,1467.07,1457.64,1476.71,2795.629883,14758.41992,1650.34,3462.61,15215.25,0.25,12.77,92.3697,0.9602,102.18,1.2969,1.5258,6.1426,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
15/5/2013,1393.03,1425.46,1430.59,1448.55,1458.15,1473.94,1452.7,1469.46,1470.75,1467.07,1457.64,2809.580078,15096.03027,1658.78,3471.62,15275.69,0.25,12.81,92.7691,0.968,102.44,1.2857,1.5198,6.1454,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
16/5/2013,1385.97,1393.03,1425.46,1430.59,1448.55,1458.15,1473.94,1452.7,1469.46,1470.75,1467.07,2806.699951,15037.24023,1650.47,3465.24,15233.22,0.25,13.07,92.6602,0.9618,102.22,1.2898,1.5302,6.1487,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
17/5/2013,1359.5,1385.97,1393.03,1425.46,1430.59,1448.55,1458.15,1473.94,1452.7,1469.46,1470.75,2817.98999,15138.12012,1667.47,3498.97,15354.4,0.25,12.45,93.1617,0.9731,102.98,1.2818,1.5173,6.141,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
21/5/2013,1376.29,1393.85,1359.5,1385.97,1393.03,1425.46,1430.59,1448.55,1458.15,1473.94,1452.7,2821.649902,15381.01953,1669.16,3502.12,15387.58,0.25,13.37,92.9662,0.968,102.36,1.291,1.517,6.1353,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
22/5/2013,1370.27,1376.29,1393.85,1359.5,1385.97,1393.03,1425.46,1430.59,1448.55,1458.15,1473.94,2835.01001,15627.25977,1655.35,3463.3,15307.17,0.25,13.82,93.3104,0.9814,103.52,1.2864,1.5038,6.1309,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
23/5/2013,1391.05,1370.27,1376.29,1393.85,1359.5,1385.97,1393.03,1425.46,1430.59,1448.55,1458.15,2776.780029,14483.98047,1650.51,3459.42,15294.5,0.25,14.07,93.2113,0.9668,101.66,1.2944,1.512,6.1337,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
24/5/2013,1386.64,1391.05,1370.27,1376.29,1393.85,1359.5,1385.97,1393.03,1425.46,1430.59,1448.55,2764.290039,14612.4502,1649.6,3459.14,15303.1,0.25,13.99,93.2768,0.9621,100.98,1.292,1.5126,6.1311,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
28/5/2013,1381.12,1394.78,1386.64,1391.05,1370.27,1376.29,1393.85,1359.5,1385.97,1393.03,1425.46,2835.870117,14311.98047,1660.06,3488.89,15409.39,0.25,14.48,93.5853,0.9734,102.07,1.287,1.5061,6.1213,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
29/5/2013,1392.95,1381.12,1394.78,1386.64,1391.05,1370.27,1376.29,1393.85,1359.5,1385.97,1393.03,2786.540039,14326.45996,1648.36,3467.52,15302.8,0.25,14.83,93.531,0.9613,100.91,1.2944,1.5121,6.1264,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
30/5/2013,1414,1392.95,1381.12,1394.78,1386.64,1391.05,1370.27,1376.29,1393.85,1359.5,1385.97,2799.199951,13589.03027,1654.41,3491.3,15324.53,0.25,14.53,93.4219,0.9558,101.06,1.3042,1.5207,6.1307,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
31/5/2013,1387.8,1414,1392.95,1381.12,1394.78,1386.64,1391.05,1370.27,1376.29,1393.85,1359.5,2769.639893,13774.54004,1630.74,3455.91,15115.57,0.25,16.3,93.6076,0.9583,100.83,1.2988,1.5185,6.134,232.282,204,100700000,135680,4076,7.5,109.5857143,0.4,315.22,0
