Date,GOLD,gold_lag_1,gold_lag_2,gold_lag_3,gold_lag_4,gold_lag_5,gold_lag_6,gold_lag_7,gold_lag_8,gold_lag_9,gold_lag_10,stoxx50e,n225,SP500,NASDAQCOM,DJIA,DFEDTARU,VIXCLS,DTWEXBGS,DEXSZUS,DEXJPUS,DEXUSEU,DEXUSUK,DEXCHUS,CPIAUCSL,PPIACO,ADPMNUSNERSA,PAYEMS,JTSJOL,UNRATE,POILBREUSDM,A191RL1Q225SBEA,USSTHPI,Sum_of_new_cases
26/11/2013,1242.85,1251.38,1243.8,1242.91,1244.33,1275.72,1275.44,1290.18,1287.18,1281.75,1268.04,3062.620117,15515.24023,1802.75,4017.75,16072.8,0.25,12.81,93.5226,0.908,101.38,1.3555,1.6187,6.0925,233.544,203.9,101876000,136815,4128,7.2,111.9628571,0.6,321.63,0
27/11/2013,1237.9,1242.85,1251.38,1243.8,1242.91,1244.33,1275.72,1275.44,1290.18,1287.18,1281.75,3082.649902,15449.62988,1807.23,4044.75,16097.33,0.25,12.98,93.6864,0.9091,102.18,1.3563,1.6267,6.0922,233.544,203.9,101876000,136815,4128,7.2,111.9628571,0.6,321.63,0
29/11/2013,1253.35,1244.65,1237.9,1242.85,1251.38,1243.8,1242.91,1244.33,1275.72,1275.44,1290.18,3086.639893,15661.87012,1805.81,4059.89,16086.41,0.25,13.7,93.6291,0.9047,102.45,1.3606,1.6373,6.0922,233.544,203.9,101876000,136815,4128,7.2,111.9628571,0.6,321.63,0
2/12/2013,1219.83,1253.35,1244.65,1237.9,1242.85,1251.38,1243.8,1242.91,1244.33,1275.72,1275.44,3077.22998,15655.07031,1800.9,4045.26,16008.77,0.25,14.23,93.8856,0.9076,103.04,1.3552,1.6365,6.0927,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
3/12/2013,1223.42,1219.83,1253.35,1244.65,1237.9,1242.85,1251.38,1243.8,1242.91,1244.33,1275.72,3013.879883,15749.66016,1795.15,4037.2,15914.62,0.25,14.55,93.8251,0.903,102.36,1.3604,1.6416,6.0914,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
4/12/2013,1243.79,1223.42,1219.83,1253.35,1244.65,1237.9,1242.85,1251.38,1243.8,1242.91,1244.33,2991.76001,15407.94043,1792.81,4038,15889.77,0.25,14.7,93.8997,0.9052,102.48,1.3555,1.6352,6.0913,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
5/12/2013,1225.23,1243.79,1223.42,1219.83,1253.35,1244.65,1237.9,1242.85,1251.38,1243.8,1242.91,2953.169922,15177.49023,1785.03,4033.16,15821.51,0.25,15.08,93.4954,0.8976,101.82,1.3664,1.6328,6.0903,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
6/12/2013,1229.1,1225.23,1243.79,1223.42,1219.83,1253.35,1244.65,1237.9,1242.85,1251.38,1243.8,2979.939941,15299.86035,1805.09,4062.52,16020.2,0.25,13.79,93.4045,0.8939,102.88,1.369,1.6327,6.0815,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
9/12/2013,1240.35,1229.1,1225.23,1243.79,1223.42,1219.83,1253.35,1244.65,1237.9,1242.85,1251.38,2988.669922,15650.20996,1808.37,4068.75,16025.53,0.25,13.49,93.1444,0.8914,103.22,1.3726,1.6403,6.0643,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
11/12/2013,1252.32,1262.19,1240.35,1229.1,1225.23,1243.79,1223.42,1219.83,1253.35,1244.65,1237.9,2947.310059,15515.05957,1782.22,4003.81,15843.53,0.25,15.42,93.0842,0.8856,102.38,1.3798,1.6389,6.0712,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
12/12/2013,1225.49,1252.32,1262.19,1240.35,1229.1,1225.23,1243.79,1223.42,1219.83,1253.35,1244.65,2928.120117,15341.82031,1775.5,3998.4,15739.43,0.25,15.54,93.4292,0.8902,103.11,1.3752,1.6326,6.071,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
13/12/2013,1238.69,1225.49,1252.32,1262.19,1240.35,1229.1,1225.23,1243.79,1223.42,1219.83,1253.35,2921.919922,15403.11035,1775.32,4000.98,15755.36,0.25,15.76,93.3568,0.8904,103.28,1.3724,1.6294,6.071,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
16/12/2013,1241.32,1238.69,1225.49,1252.32,1262.19,1240.35,1229.1,1225.23,1243.79,1223.42,1219.83,2978.77002,15152.91016,1786.54,4029.52,15884.57,0.25,16.03,93.2175,0.8876,102.91,1.3757,1.6311,6.0713,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
17/12/2013,1230.89,1241.32,1238.69,1225.49,1252.32,1262.19,1240.35,1229.1,1225.23,1243.79,1223.42,2941.76001,15278.62988,1781,4023.68,15875.26,0.25,16.21,93.302,0.887,102.63,1.3748,1.6254,6.0707,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
18/12/2013,1218.53,1230.89,1241.32,1238.69,1225.49,1252.32,1262.19,1240.35,1229.1,1225.23,1243.79,2975.090088,15587.7998,1810.65,4070.06,16167.97,0.25,13.8,93.4207,0.8872,103.18,1.3766,1.6388,6.0713,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
19/12/2013,1188.68,1218.53,1230.89,1241.32,1238.69,1225.49,1252.32,1262.19,1240.35,1229.1,1225.23,3014.699951,15859.21973,1809.6,4058.13,16179.08,0.25,14.15,93.7368,0.8964,104.16,1.3666,1.6382,6.0711,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
20/12/2013,1203.24,1188.68,1218.53,1230.89,1241.32,1238.69,1225.49,1252.32,1262.19,1240.35,1229.1,3049.350098,15870.41992,1818.32,4104.74,16221.14,0.25,13.79,93.7211,0.8952,104.07,1.3673,1.6355,6.0711,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
27/12/2013,1213.27,1210.64,1204.62,1204.35,1198.86,1203.24,1188.68,1218.53,1230.89,1241.32,1238.69,3111.370117,16178.94043,1841.4,4156.59,16478.41,0.25,12.46,93.7018,0.8893,105.05,1.3766,1.6491,6.0684,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
30/12/2013,1196.57,1213.27,1210.64,1204.62,1204.35,1198.86,1203.24,1188.68,1218.53,1230.89,1241.32,3100.929932,16291.30957,1841.07,4154.2,16504.29,0.25,13.56,93.4866,0.8866,105,1.3816,1.6522,6.0617,233.669,202.5,102009000,137040,4222,7.2,109.6186957,0.6,321.63,0
6/1/2014,1238.06,1236.97,1224.6,1205.9,1201.64,1196.57,1213.27,1210.64,1204.62,1204.35,1198.86,3069.159912,15908.87988,1826.77,4113.68,16425.1,0.25,13.55,93.9109,0.9036,104.38,1.3636,1.6412,6.0524,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
7/1/2014,1232.08,1238.06,1236.97,1224.6,1205.9,1201.64,1196.57,1213.27,1210.64,1204.62,1204.35,3110.959961,15814.37012,1837.88,4153.18,16530.94,0.25,12.92,94.0398,0.9086,104.54,1.3618,1.6421,6.0507,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
8/1/2014,1225.99,1232.08,1238.06,1236.97,1224.6,1205.9,1201.64,1196.57,1213.27,1210.64,1204.62,3110.659912,16121.4502,1837.49,4165.61,16462.74,0.25,12.87,94.2181,0.9102,104.87,1.3586,1.6461,6.051,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
9/1/2014,1227.98,1225.99,1232.08,1238.06,1236.97,1224.6,1205.9,1201.64,1196.57,1213.27,1210.64,3090.26001,15880.33008,1838.13,4156.19,16444.76,0.25,12.89,94.3299,0.9085,104.74,1.3591,1.6459,6.054,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
10/1/2014,1248.5,1227.98,1225.99,1232.08,1238.06,1236.97,1224.6,1205.9,1201.64,1196.57,1213.27,3104.149902,15912.05957,1842.37,4174.66,16437.05,0.25,12.14,94.0045,0.9032,104.06,1.3664,1.647,6.0519,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
14/1/2014,1245.19,1253.31,1248.5,1227.98,1225.99,1232.08,1238.06,1236.97,1224.6,1205.9,1201.64,3119.530029,15422.40039,1838.88,4183.02,16373.86,0.25,12.28,94.0303,0.9009,103.8,1.3682,1.645,6.0402,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
15/1/2014,1241.88,1245.19,1253.31,1248.5,1227.98,1225.99,1232.08,1238.06,1236.97,1224.6,1205.9,3168.76001,15808.73047,1848.38,4214.88,16481.94,0.25,12.28,94.341,0.9084,104.42,1.3604,1.6375,6.0459,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
16/1/2014,1242.39,1241.88,1245.19,1253.31,1248.5,1227.98,1225.99,1232.08,1238.06,1236.97,1224.6,3150.199951,15747.2002,1845.89,4218.69,16417.01,0.25,12.53,94.5507,0.9064,104.32,1.36,1.6335,6.0555,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
17/1/2014,1254.05,1242.39,1241.88,1245.19,1253.31,1248.5,1227.98,1225.99,1232.08,1238.06,1236.97,3154.100098,15734.45996,1838.7,4197.58,16458.56,0.25,12.44,94.5846,0.91,104.32,1.3554,1.6429,6.05,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
21/1/2014,1241.41,1254.35,1254.05,1242.39,1241.88,1245.19,1253.31,1248.5,1227.98,1225.99,1232.08,3153.080078,15795.95996,1843.8,4225.76,16414.44,0.25,12.87,94.679,0.9092,104.14,1.356,1.6469,6.0503,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
22/1/2014,1237.15,1241.41,1254.35,1254.05,1242.39,1241.88,1245.19,1253.31,1248.5,1227.98,1225.99,3151.27002,15820.95996,1844.86,4243,16373.34,0.25,12.84,94.8479,0.9116,104.36,1.3546,1.6571,6.0508,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
23/1/2014,1264.13,1237.15,1241.41,1254.35,1254.05,1242.39,1241.88,1245.19,1253.31,1248.5,1227.98,3117.080078,15695.88965,1828.46,4218.87,16197.35,0.25,13.77,94.8415,0.9002,103.65,1.368,1.6612,6.0515,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
24/1/2014,1270.06,1264.13,1237.15,1241.41,1254.35,1254.05,1242.39,1241.88,1245.19,1253.31,1248.5,3028.199951,15391.55957,1790.29,4128.17,15879.11,0.25,18.14,94.8555,0.8949,102.41,1.368,1.6491,6.0486,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
27/1/2014,1257.11,1270.06,1264.13,1237.15,1241.41,1254.35,1254.05,1242.39,1241.88,1245.19,1253.31,3014.620117,15005.73047,1781.56,4083.61,15837.88,0.25,17.42,94.9059,0.8956,102.26,1.3679,1.6588,6.0478,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
28/1/2014,1256.83,1257.11,1270.06,1264.13,1237.15,1241.41,1254.35,1254.05,1242.39,1241.88,1245.19,3038.600098,14980.16016,1792.5,4097.96,15928.56,0.25,15.8,94.88,0.8984,102.8,1.3662,1.6581,6.0506,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
29/1/2014,1267.34,1256.83,1257.11,1270.06,1264.13,1237.15,1241.41,1254.35,1254.05,1242.39,1241.88,3011.449951,15383.91016,1774.2,4051.43,15738.79,0.25,17.35,94.8621,0.8948,102.2,1.3663,1.6561,6.0554,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
30/1/2014,1243.78,1267.34,1256.83,1257.11,1270.06,1264.13,1237.15,1241.41,1254.35,1254.05,1242.39,3027.300049,15007.05957,1794.19,4123.13,15848.61,0.25,17.29,95.1294,0.9042,102.83,1.3549,1.6487,6.06,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
31/1/2014,1244.55,1243.78,1267.34,1256.83,1257.11,1270.06,1264.13,1237.15,1241.41,1254.35,1254.05,3013.959961,14914.53027,1782.59,4103.88,15698.85,0.25,18.41,95.1774,0.9052,102.28,1.35,1.645,6.059,234.1,201.2,102323000,137304,4119,6.9,108.1504762,3.2,326.28,0
3/2/2014,1257.65,1244.55,1243.78,1267.34,1256.83,1257.11,1270.06,1264.13,1237.15,1241.41,1254.35,2963.959961,14619.12988,1741.89,3996.96,15372.8,0.25,21.44,95.2469,0.9014,101.11,1.3523,1.6307,6.06,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
4/2/2014,1254.65,1257.65,1244.55,1243.78,1267.34,1256.83,1257.11,1270.06,1264.13,1237.15,1241.41,2962.48999,14008.46973,1755.2,4031.52,15445.24,0.25,19.11,95.0438,0.905,101.62,1.3507,1.63,6.06,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
5/2/2014,1257.92,1254.65,1257.65,1244.55,1243.78,1267.34,1256.83,1257.11,1270.06,1264.13,1237.15,2962.51001,14180.37988,1751.64,4011.55,15440.23,0.25,19.95,95.0285,0.9042,101.38,1.3519,1.6308,6.06,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
6/2/2014,1258.2,1257.92,1254.65,1257.65,1244.55,1243.78,1267.34,1256.83,1257.11,1270.06,1264.13,3010.790039,14155.12012,1773.43,4057.12,15628.53,0.25,17.23,94.7177,0.8992,101.84,1.3604,1.6345,6.06,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
7/2/2014,1267.27,1258.2,1257.92,1254.65,1257.65,1244.55,1243.78,1267.34,1256.83,1257.11,1270.06,3038.48999,14462.41016,1797.02,4125.86,15794.08,0.25,15.29,94.7457,0.8992,102.32,1.3614,1.6395,6.0629,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
10/2/2014,1274.78,1267.27,1258.2,1257.92,1254.65,1257.65,1244.55,1243.78,1267.34,1256.83,1257.11,3032.530029,14718.33984,1799.84,4148.17,15801.79,0.25,15.26,94.7189,0.8967,102.14,1.3644,1.6419,6.0591,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
12/2/2014,1291.15,1291.36,1274.78,1267.27,1258.2,1257.92,1254.65,1257.65,1244.55,1243.78,1267.34,3094.889893,14800.05957,1819.26,4201.29,15963.94,0.25,14.3,94.6209,0.9006,102.48,1.3592,1.6578,6.0614,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
14/2/2014,1318.66,1302.92,1291.15,1291.36,1274.78,1267.27,1258.2,1257.92,1254.65,1257.65,1244.55,3119.060059,14313.03027,1838.63,4244.03,16154.39,0.25,13.57,94.2711,0.8928,101.82,1.369,1.6736,6.0666,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
18/2/2014,1322.02,1331.5,1318.66,1302.92,1291.15,1291.36,1274.78,1267.27,1258.2,1257.92,1254.65,3117.439941,14843.24023,1840.76,4272.78,16130.4,0.25,13.87,94.1934,0.8878,102.31,1.3758,1.6696,6.0671,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
19/2/2014,1311.6,1322.02,1331.5,1318.66,1302.92,1291.15,1291.36,1274.78,1267.27,1258.2,1257.92,3120.800049,14766.53027,1828.75,4237.95,16040.56,0.25,15.5,94.38,0.8868,102.3,1.3762,1.6718,6.0762,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
20/2/2014,1322.97,1311.6,1322.02,1331.5,1318.66,1302.92,1291.15,1291.36,1274.78,1267.27,1258.2,3121.590088,14449.17969,1839.78,4267.55,16133.23,0.25,14.79,94.6571,0.8912,102.32,1.369,1.664,6.0832,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
24/2/2014,1336.97,1324.25,1322.97,1311.6,1322.02,1331.5,1318.66,1302.92,1291.15,1291.36,1274.78,3157.310059,14837.67969,1847.61,4292.97,16207.14,0.25,14.23,94.4042,0.8885,102.44,1.3744,1.6641,6.0982,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
25/2/2014,1340.5,1336.97,1324.25,1322.97,1311.6,1322.02,1331.5,1318.66,1302.92,1291.15,1291.36,3157.47998,15051.59961,1845.12,4287.59,16179.66,0.25,13.67,94.4735,0.887,102.2,1.3749,1.6696,6.1243,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
26/2/2014,1330.64,1340.5,1336.97,1324.25,1322.97,1311.6,1322.02,1331.5,1318.66,1302.92,1291.15,3148.189941,14970.96973,1845.16,4292.06,16198.41,0.25,14.35,94.7754,0.8922,102.36,1.3668,1.6648,6.1243,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
27/2/2014,1331.29,1330.64,1340.5,1336.97,1324.25,1322.97,1311.6,1322.02,1331.5,1318.66,1302.92,3134.939941,14923.11035,1854.29,4318.93,16272.65,0.25,14.04,94.6722,0.8872,102.12,1.3724,1.6693,6.1279,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
28/2/2014,1326.39,1331.29,1330.64,1340.5,1336.97,1324.25,1322.97,1311.6,1322.02,1331.5,1318.66,3149.22998,14841.07031,1859.45,4308.12,16321.71,0.25,14,94.3879,0.881,102.08,1.3806,1.675,6.1448,234.719,202,102524000,137373,4121,6.7,111.0704545,3.2,326.28,0
4/3/2014,1334.47,1350.61,1326.39,1331.29,1330.64,1340.5,1336.97,1324.25,1322.97,1311.6,1322.02,3136.330078,14721.48047,1873.91,4351.97,16395.88,0.25,14.1,94.6568,0.8869,102.18,1.3731,1.6665,6.143,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
5/3/2014,1336.86,1334.47,1350.61,1326.39,1331.29,1330.64,1340.5,1336.97,1324.25,1322.97,1311.6,3135.969971,14897.62988,1873.81,4357.97,16360.18,0.25,13.89,94.4679,0.8872,102.32,1.3734,1.6729,6.128,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
6/3/2014,1350.82,1336.86,1334.47,1350.61,1326.39,1331.29,1330.64,1340.5,1336.97,1324.25,1322.97,3144.530029,15134.75,1877.03,4352.13,16421.89,0.25,14.21,93.9858,0.881,103.03,1.3848,1.6743,6.1183,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
7/3/2014,1339.98,1350.82,1336.86,1334.47,1350.61,1326.39,1331.29,1330.64,1340.5,1336.97,1324.25,3095.310059,15274.07031,1878.04,4336.22,16452.72,0.25,14.11,94.2532,0.8785,103.38,1.3868,1.6725,6.1258,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
10/3/2014,1339.72,1339.98,1350.82,1336.86,1334.47,1350.61,1326.39,1331.29,1330.64,1340.5,1336.97,3092.790039,15120.13965,1877.17,4334.45,16418.68,0.25,14.2,94.3731,0.8781,103.23,1.388,1.6633,6.1383,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
11/3/2014,1349.01,1339.72,1339.98,1350.82,1336.86,1334.47,1350.61,1326.39,1331.29,1330.64,1340.5,3092.550049,15224.11035,1867.63,4307.19,16351.25,0.25,14.8,94.387,0.8783,103.18,1.3867,1.6628,6.1397,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
12/3/2014,1366.84,1349.01,1339.72,1339.98,1350.82,1336.86,1334.47,1350.61,1326.39,1331.29,1330.64,3065.459961,14830.38965,1868.2,4323.33,16340.08,0.25,14.47,94.462,0.8743,102.74,1.3904,1.6605,6.1448,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
13/3/2014,1370.28,1366.84,1349.01,1339.72,1339.98,1350.82,1336.86,1334.47,1350.61,1326.39,1331.29,3019.540039,14815.98047,1846.34,4260.42,16108.89,0.25,16.22,94.1872,0.8726,102.12,1.3927,1.6677,6.1359,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
14/3/2014,1382.92,1370.28,1366.84,1349.01,1339.72,1339.98,1350.82,1336.86,1334.47,1350.61,1326.39,3004.639893,14327.66016,1841.13,4245.4,16065.67,0.25,17.82,94.243,0.8712,101.46,1.3924,1.663,6.15,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
18/3/2014,1355.78,1367.07,1382.92,1370.28,1366.84,1349.01,1339.72,1339.98,1350.82,1336.86,1334.47,3073.75,14411.26953,1872.25,4333.31,16336.19,0.25,14.52,94.2631,0.8743,101.37,1.3913,1.6574,6.1918,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
19/3/2014,1329.59,1355.78,1367.07,1382.92,1370.28,1366.84,1349.01,1339.72,1339.98,1350.82,1336.86,3076.360107,14462.51953,1860.77,4307.6,16222.17,0.25,15.12,94.3752,0.8747,101.54,1.391,1.6629,6.1934,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
20/3/2014,1327.77,1329.59,1355.78,1367.07,1382.92,1370.28,1366.84,1349.01,1339.72,1339.98,1350.82,3088.899902,14224.23047,1872.01,4319.29,16331.05,0.25,14.52,94.9986,0.8833,102.39,1.3784,1.6511,6.2273,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
24/3/2014,1308.76,1334.69,1327.77,1329.59,1355.78,1367.07,1382.92,1370.28,1366.84,1349.01,1339.72,3052.909912,14475.2998,1857.44,4226.39,16276.69,0.25,15.09,94.759,0.884,102.21,1.3784,1.6491,6.1956,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
25/3/2014,1311.17,1308.76,1334.69,1327.77,1329.59,1355.78,1367.07,1382.92,1370.28,1366.84,1349.01,3096.639893,14423.19043,1865.62,4234.27,16367.88,0.25,14.02,94.6379,0.8862,102.32,1.3777,1.6507,6.201,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
26/3/2014,1304.48,1311.17,1308.76,1334.69,1327.77,1329.59,1355.78,1367.07,1382.92,1370.28,1366.84,3130.169922,14477.16016,1852.56,4173.58,16268.99,0.25,14.93,94.5281,0.8854,102.3,1.3786,1.6566,6.2084,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
27/3/2014,1291.31,1304.48,1311.17,1308.76,1334.69,1327.77,1329.59,1355.78,1367.07,1382.92,1370.28,3133.75,14622.88965,1849.04,4151.23,16264.23,0.25,14.62,94.3315,0.8859,102.1,1.3752,1.6627,6.2123,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
28/3/2014,1295.23,1291.31,1304.48,1311.17,1308.76,1334.69,1327.77,1329.59,1355.78,1367.07,1382.92,3172.429932,14696.03027,1857.62,4155.76,16323.06,0.25,14.41,94.3683,0.8869,102.92,1.3753,1.6637,6.2117,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
31/3/2014,1284.01,1295.23,1291.31,1304.48,1311.17,1308.76,1334.69,1327.77,1329.59,1355.78,1367.07,3161.600098,14827.83008,1872.34,4198.99,16457.66,0.25,13.88,94.2432,0.884,102.98,1.3777,1.6675,6.2164,235.288,203.8,102819000,137548,4127,6.6,107.9269565,3.2,326.28,0
1/4/2014,1278.95,1284.01,1295.23,1291.31,1304.48,1311.17,1308.76,1334.69,1327.77,1329.59,1355.78,3186.340088,14791.99023,1885.52,4268.04,16532.61,0.25,13.1,94.1244,0.8825,103.52,1.3804,1.6639,6.2064,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
2/4/2014,1289.9,1278.95,1284.01,1295.23,1291.31,1304.48,1311.17,1308.76,1334.69,1327.77,1329.59,3187.449951,14946.32031,1890.9,4276.46,16573,0.25,13.09,94.3103,0.887,103.82,1.3761,1.6634,6.2054,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
3/4/2014,1286.7,1289.9,1278.95,1284.01,1295.23,1291.31,1304.48,1311.17,1308.76,1334.69,1327.77,3206.76001,15071.87988,1888.77,4237.74,16572.55,0.25,13.37,94.512,0.8921,103.94,1.3708,1.6583,6.2102,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
4/4/2014,1303.5,1286.7,1289.9,1278.95,1284.01,1295.23,1291.31,1304.48,1311.17,1308.76,1334.69,3230.330078,15063.76953,1865.09,4127.73,16412.71,0.25,13.96,94.2191,0.8918,103.39,1.3704,1.6594,6.2118,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
7/4/2014,1297.28,1303.5,1286.7,1289.9,1278.95,1284.01,1295.23,1291.31,1304.48,1311.17,1308.76,3185.969971,14808.84961,1845.04,4079.75,16245.87,0.25,15.57,94.0881,0.8876,103.04,1.3745,1.6616,6.2118,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
8/4/2014,1308.66,1297.28,1303.5,1286.7,1289.9,1278.95,1284.01,1295.23,1291.31,1304.48,1311.17,3177.659912,14606.87988,1851.96,4112.99,16256.14,0.25,14.89,93.6579,0.8836,102.12,1.3802,1.6743,6.1966,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
9/4/2014,1311.8,1308.66,1297.28,1303.5,1286.7,1289.9,1278.95,1284.01,1295.23,1291.31,1304.48,3182.790039,14299.69043,1872.18,4183.9,16437.18,0.25,13.82,93.6716,0.8816,101.85,1.3816,1.6751,6.2003,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
10/4/2014,1318.95,1311.8,1308.66,1297.28,1303.5,1286.7,1289.9,1278.95,1284.01,1295.23,1291.31,3152.860107,14300.12012,1833.08,4054.11,16170.22,0.25,15.89,93.5123,0.8758,101.43,1.3892,1.6781,6.2123,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
11/4/2014,1318.42,1318.95,1311.8,1308.66,1297.28,1303.5,1286.7,1289.9,1278.95,1284.01,1295.23,3116.540039,13960.0498,1815.69,3999.73,16026.75,0.25,17.03,93.6395,0.8748,101.56,1.3898,1.6736,6.2111,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
14/4/2014,1327.99,1318.42,1318.95,1311.8,1308.66,1297.28,1303.5,1286.7,1289.9,1278.95,1284.01,3131.570068,13910.16016,1830.61,4022.69,16173.24,0.25,16.11,93.8046,0.8784,101.81,1.3824,1.6741,6.2186,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
15/4/2014,1302.64,1327.99,1318.42,1318.95,1311.8,1308.66,1297.28,1303.5,1286.7,1289.9,1278.95,3091.52002,13996.80957,1842.98,4034.16,16262.56,0.25,15.61,93.9486,0.8805,101.6,1.3806,1.6725,6.2215,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
16/4/2014,1302.53,1302.64,1327.99,1318.42,1318.95,1311.8,1308.66,1297.28,1303.5,1286.7,1289.9,3139.26001,14417.67969,1862.31,4086.23,16424.85,0.25,14.18,93.9461,0.8813,102.3,1.382,1.6794,6.2204,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
17/4/2014,1295.12,1302.53,1302.64,1327.99,1318.42,1318.95,1311.8,1308.66,1297.28,1303.5,1286.7,3155.810059,14417.53027,1864.85,4095.52,16408.54,0.25,13.36,93.8936,0.8812,102.22,1.3832,1.6809,6.2188,235.547,205.7,103242000,137714,4373,6.7,108.838,2.9,328.89,0
